itemset_id,candidate_items
20865,"[31432 25194 34338 19204 13979  7377 27447 36413 16926 36689 34643 40090
 12820 12942 42035  9574 21265 10434   784   706 22347 28955 35430   231
 16606  4191 32842 13708 33644 37284 18589 16118 16941 25860 24947 27596
 20422 23507 41739 27897 28867 23968 21114 40395 38871 38976  7945 16326
 36867  8197 40969  1363 19547 29189 30085 26324 25264 40884 12648 17187
 33642 27761 36958 13707 28586  7557 18481  8943 15774  8487  6655  5106
  7876 37718 24295  9628 38600  8595 12819 33730  4886  8007 38471  8525
 31941 42089 37752  2568 26625 22118 12996 14536  6651 14985 22392 39799
 37209 32102 24332 14492]"
7960,"[34338 31432 25194 13979 19204  7377 12942 28955 27447  4191 34643 40090
   706 36689 36413 16926 16606 10434  8487 37284 16941 42035  9574  1363
 27596 38871 27897 12820 13708   231 38976 13707   784 19090 40969 16118
 35430 22347 17187 42089 14190 21265 32842 38939  6655 14492  7530 41045
 33644 16326 31941  8007  8943 29169 20422  1554  8155 26324 25264 40395
 14230 27999 14985 21506 29189 14536 18481  7876 28867 13597 11280 30788
 37752 35603  7945  8525 33008  4986 23867 21114 25186 37718 26625 30085
 12819  4851 24947 40884 22251 23832 14084 23968 18589 23507 33642  2568
 27761 13144 41526 38600]"
20730,"[31432 25194 13979 19204 34338 27447 36413 42035  7377 36689 12942 21265
   784 37284 28955 40090  9574 16926 32842   706 12820 22347   231 34643
 33644 13708 41739 18589 16606 35430 16118 36867 28867 23968 10434  8197
 25860  7945 40884 27897 24947 26324  4191  7876 21114 20422 40969 30085
 16326 27596 32102 12819 24295 19547 14985 23507 38471 16941 12648  4886
 29189  1363 18481  6651 36958 38976 40395 28586 33730 24332 33642 13707
 17187 26625 21059 27761  5106  2568 12996  8943  8525 25186 15774     0
 14492 14536 38871 37718 38600  8595 41034 22118  4725 42089 25264 39475
  7977 34759 39799 19353]"
8623,"[34338 31432 25194 19204 13979  4191 27447  7377 12942 28955 34643  8487
 16926 14190 19090 10434 16941   706 27596 38939 38871 16606 27999  1363
 40090 13707 36689 37284 21506  6655  8155 27897 36413  8007 14230 12820
  1554 38976 40969 30788 42089 11280   231  7876  8532 41045 13708  7530
 17187  8943  9574 20422 42035 14536 31941   291 29189  8525 25264   784
 25186 14084 23832 35430  9628 35603 14492 16118 39475 33644 21011 41526
 22409 35072 13144 16326  7587  4986 29169 18481  6711 23867 19802 10121
 40395 13597  4851 26324 28867 37752 31128 15910 35358  5553 22347 38118
 36370 17715 39609 14713]"
4826,"[31432 25194 34338 19204 13979  7377 27447 12942 36413 36689 40090   706
 28955 42035 34643 21265  9574 16606   784 10434 37284  4191 13708   231
 12820 16926 22347 35430 27897 33644 38976 18589 16941 32842 40969 16118
 38871 24947 21114 16326  8197  1363 33642 23968 25860  7945 13707 41739
 40395 23507 27596 42089 40884 17187 26324 28867 25264 20422 30085 27761
  8487 19547 31941 14985 38600 14492 36867 33008 26625  7876 12819  2568
 33730 29189 12648  5106 37752 24295  8943 18481 37718 41045 15774 32102
 22251 13597  6655 30028 29169 23867     0  7557 41034 37209 22118  4886
 21059  7530  4851 12996]"
15998,"[25194 31432 34338 19204 13979 16926 27447 36413 34643  7377 12820 36689
  9574   784 10434 42035 40090 21265 35430 32842 27596 22347 20422 16118
 28867 25860 16941   231  4191 16606 41739 33644 12942 23507 37284   706
  8525 24947 36867 23968 40395 28586 28955 29189 18589 36958 38939  6651
 38871  7945  8595 19547  1363 30085  6655 13708  8007 21114 27897  4886
 18481  8487  9628 26324  6711 12648  8943 16326 25186 25264  7876 40884
 37718 40522 14536 33815 15774 38471  8197 13707  5106 24295 17187 38976
  4626 12819 22118 24332 39799 27761 22392  7977 19802 40969  4851 33837
 30003 39475  4986 12996]"
23531,"[31432 34338 25194 19204 13979 27447 12942 28955  7377  4191   706 34643
 36413 40090 37284 16606 36689 42035  8487 10434 16941 13708  1363  9574
 16926 27897 40969 13707 38871 38976   231 27596 19090   784 42089 21265
  7530 41045 17187 16118 22347 14492 12820 14230 14985 35430 14190 33644
  7876 27999 31941  8155 16326  1554  6655 26324 14536 35603 32842  8943
 18481 11280 21506 38939 40884 13597 26625 29189 40395 12819 25264 20422
 33008  7945 30085 25186 30788 18589 37752  8007 29169 41526 23832 28867
  4986 23867  2568 33642 23968 13144  4851  8525  8197 39475  5553 21114
 27761 39609 22251 37718]"
18779,"[34338 31432 25194 19204 13979 27447  7377 16926 12942 34643 28955  8487
 14190 42035 27999  4191   706 19090 36689 27596   231   784 12820 33644
 10434 38871  9628 40090 16941 27897  7876 36413 13707 13708 21265 16606
 37284 38939 16326 25264  8007 11280 24947 20422 22347 38976  6655 29189
 35430 28867  9574 21506 30788  8943 25860  1363  8525  8155 16118 32842
 40969 23507   291 41045 39475 14536  6711 31941 28586  7945 26324 38600
 36867 29169  8532 14084 22409  7587  8197 40884 36958 23867 13144 11750
 37752 17187 21011 42089 14230 14713 10810 35072 12819  1554  7977 23832
 25186 35603 14492 41739]"
9658,"[31432 34338 25194 19204 13979 27447 34643  4191 16926  7377 36413 28955
 12942 10434 40090 16941 36689  9574  8487 16606 12820 37284 27596  1363
 42035   706   784 38939 16118 35430 14190 20422 13707 38871  8525  6655
 19090 27897 32842 18481 22347 40969 17187 14536 28867  1554 13708 25186
  8007  8943 40395 29189   231 38976 21265 42089 26324 30085 14492 33644
  7876  8155 21506   291  4886 31941 23968 14985  4986 19802 39475 29169
 25860  7530 12819 25264  4851 23507  8532 16326  6651 19547 12648 35603
  6711 41739 30788 13597 37718  7945 22392 14230 23832 37209 22118 39609
 21000 40884 18589 41526]"
21567,"[31432 34338 25194 13979 19204 27447  4191 16926 34643 36413 28955 10434
 16941  9574  7377 38939  8487 37284  1363 27596 14190 16606 25186 12820
  8525   291 16118 19090 40090  6655 20422 18481  1554 12942 14536 36689
 35430 42035 28867 17187  4886  8943 32842 29189 13707   784  6651  8007
 19802 40395  8532 39475 14985 30085 40969 14492  4986 35603 42089  8155
  6711 21506 39609 26324 38871  4626 14230 27897 21000 12648  7530 22118
  4851 22392 23832 19353 41526  7876 22347 19547 23968   706 35072 40522
 30003 30788 12819 37713 13597 31941 37209 41739  8595 10051 36958  2592
 29169 34759 37946 37718]"
4405,"[34338 31432 25194 19204 13979 12942  7377 27447 28955   706 34643  8487
  4191 16926 27999 36689 19090   231 42035 40090 38871 14190 33644 27897
 10434 13708 27596 13707 16606 38976  9628 16941   784 37284  7876 16326
 25264 21265 41045 12820 11280 40969 24947 22347 21506  8155  1363  8007
 36413 30788 42089 38939 38600 31941 14230  6655 29189 35430 23867  7530
 37752 10810 22409 29169 13144 20422 14084  8197 11750 33008 21011  8943
  9574 26625  7945 14492 17187 25860  7587 26324 40884 36370 27761 16118
 23507 28867 39475 41299 23832 35603  1554 14536  6056  5106 32842 12819
 28620 37718  4851 41526]"
17467,"[31432 34338 25194 28955 19204 12942 27447 13979  7377   706  4191 37284
 42035 13708 19090 16606  8487 36413 36689 40090   231 27897 41045 34643
 13707 27999 40969 14230  1363 33644  7876 14190  7530 38871 16941 38976
 42089 11280 21265 27596 14985 14492 35603 16326   784 17187 10434  9574
 30116 26324 22347   291 12819 26625 40884 16118 30788 31941 33008  8197
 39475 14536  7945  8155 41526  5553 32842 37752 29169  6056 10810 13144
 25186 22409 29189 28620 23867 28069 25264 41299 18481 13597  2568  8943
  1554  1738   494 38600 23832 32102  2592 36370 21506  4851 39609 12820
 18589 14084 31605 28867]"
10368,"[31432 34338 25194 12942 13979 19204  7377 28955 27447   706  4191  8487
 34643 27999 36689 40090 42035 38871   231 13708 27897 19090 16606 38976
 33644 10434 13707 37284 16926 41045 21265 27596 16941 16326 40969 14190
  9628   784  7876 25264 11280 22347 42089  1363 24947 12820 14230  7530
 31941  8155 38600 36413 21506 23867 14492 33008  8197 30788 37752 13144
 17187 10810  8007 26625 35430 29169 11750 27761 40884 14084  6655 22409
 26324  8943  9574  7945 29189 41299 36370 21011 33642  7587 16118 35603
 17715 28620 13597 30116 14536 14985 23832  5553 12819  5106 23507  6056
  1554 41526 15430  2568]"
418,"[31432 34338 25194 19204 27447 13979 12942 28955 37284  4191 36413 42035
   706  7377 16606 40090 13708  1363 40969 14985  9574 36689  7530 42089
 16941 14230 14492 41045 13707 34643 27897 21265 17187 35603 16118   231
 38976 26324 22347 32842 12819 18481  8487 25186 24115  7876   784 40884
 18589 30116 19090 14536 30085 33644 32102 26625 39609 13597   291  2568
 31941 10434  2592  8197 33008  7945 19353  5553 34759 11280 16326  4886
 41526  8943 27596 37770 38871 23968 39475  1554 41739 33642 21418 37752
  1738     0 28069   494 12648 33313 16746 35430 23832 29169 41034 41299
 23676 28620  6056 21114]"
25824,"[31432 34338 19204 25194 27447 13979 12942 28955 42035 37284 36413  7377
  4191   706 13708 16606 36689   784 34643 40090 33644  7876   231  9574
 21265 27596 13707 40969 19090 16941  1363 32842 14190   291 16926  8487
 27897 14985 16118 27999 22347 35603 25186 12819 26324 14230 14536 39475
 41739 41045 28867 12820 42089 14492 11280  7530 40884 18481 29189 16326
  7945  8525 32102 10434 18589  8943  8197 30116 36867 17187 20422 26625
  4886 30085 38871 38976  6651 35430 23968 24295 19353  2592  6056 41526
  4725 24115 29169 30788   494 39609 38939  4851 31941 14824  1554  5553
 34759 37752 28069 35072]"
5881,"[34338 31432 25194 19204 12942 28955 13979  7377 27447  4191   706 19090
  8487 27999 14190 34643 38871 13707 41045 13708 27897 37284 16606 42035
 14230   231 38976 11280 40090 16941 27596 36689 40969  7530  7876 33644
  8155 42089 21506  1363 10434 30788 14084 16326 25264  9628 22409 35603
 31941 16926 10810 36370 13144 14492 23867 38939 21011 30116 41526 29169
  8007  5553 23832  1554  6655 33008 17187 37752 35358 41299 38600 26625
   784 17715 14536   291 15910 28620  6056  8943  8532 39475 35072 21265
 11750  7587 31128 14985 10121 13597  1738 28069 29189 26324 24947 35006
 31605 14713 19534 40884]"
15124,"[31432 34338 25194 19204 13979 27447 12942 28955  4191  7377 34643  8487
   706 37284 19090 14190 36413 16606 16926 42035 16941 40090 36689 27596
  1363 10434 13707 13708 38871 27897 27999 40969 14230 38939 41045   231
  9574  7876 38976 42089  7530   784  8155 11280 35603 14492 12820 33644
   291  6655 17187 21506  1554 16118 14536 30788  8943 25186 14985  8007
 31941 16326 18481 39475 26324 29189 22347 41526 35430 20422 23832 25264
  8525 21265 12819 29169 13144 23867 32842 13597 28867  4851  4986 30116
  8532  5553 14084 26625 40884 22409 35072 28620 37752 39609 40395  7945
 33008 31128  9628 21011]"
24872,"[34338 31432 25194 19204 13979  7377 16926 27447 12942 34643  8487 14190
 27999 19090 28955   706 38871 27596  9628 36689  4191 33644   231 10434
 42035 12820   784 27897 25264  7876 13707 40090 38939 16941  8007 11280
 24947 16326 13708 21506 38976 16606 21265  6655  8155 30788 20422 29189
 25860 22347 38600  6711 22409 35430 23507 21011 41045  7587  1363  8943
  8532  8525 14084 11750 28586 10810 39475 37284 23867 28867 13144 16039
 31941 29169 40969 10121   291  7977 23260 37752 14536 35072 36370  7945
 14713 14230 33815 36958 26324 36413 16118  1554  5106  8197 36867 33837
 32842 23832 29197  4851]"
18886,"[31432 25194 34338 13979 19204 27447  7377 16926 34643 12942 36689 36413
 40090 42035 12820 28955   784   706 10434 21265  9574  4191   231 16606
 22347 37284 35430 13708 33644 27596 16941 32842 27897 16118 24947 38871
 25860 20422  8487 18589 28867 16326 38976 23507 41739  1363 29189 25264
 40395 13707 36867  7876 40969  7945 21114 23968  9628  8197 26324  8943
 40884  6655 19547 36958 17187 30085  8007  8525 28586  5106 27761 37718
 33642 18481 12819 38600 14536 31941 12648 38939 24295 42089 27999 15774
 37752 26625  4851 14985 29169 14492 33730  4886  8595  6651  2568  4986
 23867 33008  7977 22392]"
10857,"[31432 25194 34338 19204 13979 27447 36413  4191 34643  9574 28955 37284
 16606 10434 16941 40090  7377 16926  1363 12942 16118 36689 12820 18481
 25186 35430 17187 42035 27596 32842 38939  8487 14985  4886 40969  1554
 14536 30085 20422   706  8525 22118 40395  6655 14492 42089   784 28867
  8943 23968 26324 12648 22347 13707  7530  6651 22392 39609   291 19547
  4986 35603 19802 29189 13597 13708 21000 37209 27897 19353 14230 18589
 38976 34759 41739  4626 12819 24115 31941 30003  4851 23832  2592  8007
 37946 39475 37713  8155 21114 21265  2568 41526 37718 38871 10734  8595
 15774  7945 33313 40884]"
25586,"[19204 31432 34338 27447 13979 12942 42035  7377 25194 33644   231 21265
   706 28955 27999 36689   784 13708  9628 16926 24947  7876 16326  8197
 40090 22347 27897 37284 38871 25264 36867 12820 25860 32842  7945 36413
 27596 41739 40884 38600 24295 11280 13707 18589 19090  7977 34643 38976
 23507  8487  5106 28867 41045 16606 28586 12819 11750  6056 10810 26324
 36958 29189 26625 27761 21059 40969 32102 33299 14190 37752 35430 33008
 24332 21114 33730 29197  2278   494 15430 30028 33642 39475 20422 15765
 23968 35099 30116 21030 13629 16118 23867 13297  9574 29169 22409 30788
 16317 41299 38471     0]"
18605,"[31432 34338 19204 25194 13979 27447 42035 12942 28955 36413  7377 37284
   706 36689   784 21265 33644   231 13708 40090  9574 32842 16926 16606
  7876 34643  4191 12820 22347 16118 41739 27897 27596 27999 28867 40969
  8197  1363 26324 12819 40884  7945 16326 18589 36867 13707 19090 16941
 14985   291 32102 39475 23968 11280 35430 14190 25186 10434  8487 24295
 14492 18481 25860  8525 30085 29189 14536 26625  6651 38976 41045  4886
 20422 35603 24947  8943 38871 42089 17187  6056 30116  7530 21059     0
 19547  4725 38471 28586 38600   494 24332 29169 19353  4851  2568 21114
 36958  9628 37752 12648]"
24863,"[34338 31432 25194 19204  7377 13979 12942 16926 27447 27999   706 28955
 34643 36689  8487   231  9628 38871 33644 42035 19090 14190   784 27596
 40090 10434 27897 12820  4191 21265 25264 24947 13708 16326  7876 13707
 38976 11280 22347 16941  8007 16606 38600 25860 21506 38939 23507 41045
 35430 30788 37284 29189  8155 20422  8197 11750  6655 10810 23867 40969
 22409 21011  7587 37752  7945 40884 31941 14084 28867 27761 13144  5106
 29169  7977  8943 28586 32842 36370 36867 36413 33008  1363 29197 16039
 24295  6711 36958 26324 26625 42089 14713 39475 33299  6056 16118 15430
 37718  9574 41299  8532]"
2468,"[31432 34338 25194 12942 13979 27447 28955 19204  7377   706 42035 27999
 37284 13708   231 33644 36689  4191 19090 27897 40090 21265  8487 13707
 41045  7876 16606 38871 38976 11280 16326 40969 14190   784 14230 34643
 27596  8197 42089  7530 36413  9628 22347 40884 38600 25264 14492 10810
 26625 33008 16941  1363 24947 30116 35603  7945 26324 14985 30788  6056
 23867 36370 37752 31941 13144 24295 12819 22409 29169 41299 28069 11750
 32842 10434 17187   494 18589 28620 27761  5553  8155 39475 33642  1738
 14536   291 41526 31605 15430 29189 33299  2568  8943 32102 21059 17715
 16746 21506 12820 16118]"
21100,"[31432 25194 34338 19204 13979  7377 27447 12942 34643 28955 16926 36689
   706 36413 40090 42035  4191 10434   784 12820 37284 21265 16606  9574
   231 13708 16941  8487 27897 27596 38871 22347 35430 33644 38976  1363
 32842 40969 16118 13707 24947 16326 20422  7876 27999 25264 18589 25860
 28867 29189 26324 17187 23507 42089 40395  7945  6655  9628  8943 23968
  8197 21114 19090  8007 40884 31941 41739 14492 38939 38600 36867 14536
 30085 27761 33642 18481 26625 37752 19547 41045 12819 14985 37718 14190
  8155 11280  8525 33008 23867 29169  5106  2568  7530  1554 12648  4851
 24295  4986 21506 13597]"
25580,"[34338 25194 31432 19204 13979 16926 27447  7377 34643 12820 10434  8487
 27596 14190 36689   784 38939 12942  4191 36413 16941 19090 28867 20422
 40090 42035 38871  9628  9574   231 33644 35430  8007 28955  8525  6655
 27999   706  6711 25860 29189 25264 23507 24947  7876 32842 28586 16606
 22347 13707 16118 27897  1363 21265  8943 36958 21506 16326 40395  8532
 36867   291 33815 14536 13708 37284  6651 30788  8155 23260 39475 38976
 11280 33837  8595 41739  7587 40522 16039 25186 19802  1554 14084 18481
 37718  4986  7945 26324 35072 23968  4851  7977 21011 31941 29169  5106
 38600 14713 17187 19547]"
19958,"[31432 34338 25194 19204 13979 12942 27447 28955  4191  7377   706 37284
  8487 19090 34643 16606 14190 16941 40090 36413  1363 13707 42035 13708
 14230 27897 40969 36689 41045 27999  7530 10434 27596 38871 42089 38976
 14492 35603  7876   231  8155 17187 11280  9574 14985 38939 16926 21506
 30788   291  1554 14536 31941 33644 41526 16118  8943  6655 25186 16326
 23832 18481 13597 26324  5553   784 13144 39475 30116  8007 23867 22409
 29169 12819 26625 29189 39609 14084 33008 37752  4851  2592 35358  4986
 25264 28620 22347 31128  8525 35072 21265 15910  1738  8532 12820 41299
 35430 21418 40884 17715]"
6705,"[34338 25194 31432 19204 13979 16926 34643  7377 27447  8487  4191 10434
 14190 12942 27596 16941 19090 38939 12820 36689 28955 38871  8007 40090
   706 27999  6655  9628   784 16606 20422   231 21506 13707 35430 27897
  9574 36413  1363 25264  8155 29189  8525  6711 33644 38976  8532  8943
  1554  7876 42035 16118 28867 30788 24947 23507 40395  7587 16326 22347
 11280 25860 14536 14084 13708 21011 31941 17187 16039 19802 23260  4986
 40969 37284 28586 32842 29169 35072 23832 39475 33837 23867 36958 22409
 42089 37718 25186 13144   291 18481  4851 21265 10121 26324 33815 40522
 38600 14713 37752 41526]"
4754,"[34338 31432 25194 19204 13979 27447  7377 16926  4191 12942 34643 28955
  8487 14190 19090 27596 10434 16941   706 38939 27999 38871 36413 16606
 12820 37284 36689 13707 42035 40090  1363   784  6655 27897   231  7876
  8007  9574   291 21506 20422 33644  8525  8155  9628 11280  8943 30788
 13708 29189 14536  1554 16118  8532 40969 35430 25186 38976 14230 25264
 28867 39475 16326 17187 42089  6711 41045 35603 32842 31941 18481 35072
  7530 22347 14084 14492 41526 23832 26324 22409 13144 29169  4986  4851
 19802 21011 40395  7587 21265 23867 10121 24947 14713 12819 37752 23507
 23260 25860 14985  6651]"
23764,"[25194 19204 16926 27447 13979 36413 12820   784 42035 21265  9574 36689
 28867 36867 32842 41739 34643 25860  7377 35430 22347 33644 28586 20422
 36958 40090 18589   231 16118 23507 10434  6651 23968 24947 27596  8595
 38471  8525  7945 19547 29189 24332  8197  4886 33815 21114 12648  9628
  7977 40395 30085 24295 40522  6711 39799 15774 40884 37284 12996  5106
  7876 16326  4626 26324 18481 32102 33809 12819  2278 33837 13708 14587
  4725  1392  7557 16941 30835 37718  8943 25186 33730 25264 10051 22118
 41844  8007 27761 13297 16606 25076 21059  4179 22392 40662 39475 38939
 40754 30003 33642 39863]"
5635,"[31432 25194 19204 13979 27447 42035 34338  7377 21265 36689 36413   784
 22347 12942   231 33644 16926 40090   706 12820 13708 32842 24947 18589
  8197 28955 41739 25860  9574 34643 36867 37284 35430 16326  7945 23507
 40884 27897  7876 24295 28867  9628 16118 23968 21114 10434 28586 27596
 16606 25264 36958  5106 38600 38471 38871 26324 38976 27761 32102  7977
 20422 24332 33730 19547 12819 27999 33642 21059 29189 40969 12996 30085
 26625 13707 30028 12648 15774 40395 37718 33299     0  2568 37752  8595
 13297  4179 33008 11750  7557  2278 35099 41034  4886  6651 33815 39799
  6056 33809 21030 16941]"
20013,"[31432 19204 13979 25194 27447 12942 42035 34338 21265  7377 28955   706
 36689 33644   231 13708 37284 40090 36413   784  8197 22347 18589 27897
 32842 16326 21059  7876 24947 41739 40884  7945 16606 24295 27999 36867
 40969 38976 32102 41045 38600 26324 21114 25860  9574 12819 26625 33730
 23968 33008 27761 12820 33642 14985  6056 13707 16118  5106 38471 30028
 25264  9628   494 41034  2568 38871 21030 24332 11280 14492  7977     0
 37752 33299 42089 30116 16746 28867 23507 35430 11750 12996 15765  4179
 30085 10810 19547 41299 28069 35099 15430  3620 16787 28620  7530  1738
 29189 13297 23867 37770]"
20872,"[31432 34338 25194 19204 13979  7377 12942 27447   706 36689 28955 42035
 16926 40090   231 34643 21265 33644   784 13708 27999 12820 10434 38871
 27897 22347  8487 24947 36413  9628  4191 16326 16606 27596 38976 37284
 25264  7876 13707 25860 35430  8197  9574 16941 23507 40969 32842 38600
 18589  7945 19090 29189 40884 41045 11280 28867 20422 36867 16118 21114
 27761  5106 26324  8007 31941 37752 11750  1363 33642 42089 33008 41739
 24295 26625 23867  8943 28586 14190 23968 12819 10810 29169 37718 40395
 36958  6655  7977 33730 17187 30028  2568 13297 33299 29197  8155 14492
 30788  7587  6056 21506]"
23820,"[34338 31432 25194 19204 13979 27447 16926 34643  7377  4191 12942 10434
 28955  8487 36413 16941 36689 27596 40090 12820 14190 16606  9574 38939
 19090  1363   706 38871 37284   784 35430 42035  6655 20422 13707 16118
 27897  8007  8525   231  8943 29189  1554 21506 17187 38976 14536 28867
  8155 22347 40969 13708 25186 18481 40395 32842 27999  7876  8532 33644
 25264 42089  6711 31941 30788  4986   291 26324 14492  9628 19802 21265
 23507 25860 16326 39475 11280 14230 14084  4851 30085 23832 29169  7530
 24947 35603 37718  7587  4886 13597 23968 35072  7945 19547  6651 41526
 22392 21000 37752 23867]"
1990,"[31432 25194 34338 19204 13979  7377 16926 27447 34643 36689 12942   706
 40090 12820 42035   784   231 10434 21265 28955 33644 36413 38871 24947
 27596  9628 22347  8487 35430  9574 27897 13708 27999 16606 25860  4191
 25264 16326 16941 38976 23507 32842 20422 13707  7876 28867 16118 18589
 37284  8197 29189  7945  8007 38600 36867 21114 28586 40395 40969  6655
  5106 27761 41739 23968 40884 26324 36958 19090  8943  1363 14190 24295
 38939 31941 33642 37718 37752  6711  7977 11750 11280 23867 19547  8525
 17187 13297 26625 21506 33008  7587 15774 33730 29169 30085 33815 12819
  8155 30028 41045  4851]"
10425,"[31432 34338 12942 25194  7377 13979 28955 19204   706 27447 42035 27999
   231 13708 33644 36689 21265 27897 40090 41045 37284 38871 38976 16326
 19090 13707  7876  9628  8197  8487   784 40969 16606 11280 24947 25264
 38600 22347  4191 33008 10810 40884 42089 26625 14230  7530 11750  7945
  6056 36370 37752 23867 27761 41299 30116 24295 31941 18589 13144 14492
 33642 15430 22409 27596 15765 29197   494 33299 26324 21030  5106 28069
 21059 30028 28620 34643  1738 31605 12819 29169 30788 17715 14190 33730
  2568 28156 13629  5553  3620 21114 35603 16746 14985  4862  8155  8398
 25860 32102 36867  7977]"
19703,"[31432 34338 25194 19204 13979 27447  7377 12942 28955 34643  4191 16926
   706 36689 40090 36413 42035 10434 16606  8487 37284 12820   784   231
 16941 13708  9574 21265 27596 38871 27897 33644  1363 22347 38976 13707
 35430 19090 40969 27999 16118 14190 16326  7876 32842 20422 25264 29189
 42089 24947 17187 28867 38939  9628  8007 26324  6655 25860 41045  7945
 31941 11280 18589  8943 40395 14492 40884 23507  8525 18481 12819 14536
  8155  8197 21114 37752 38600  7530 26625 23968 30085 21506 37718  1554
 14985 29169 41739 27761 33642 23867  4851 36867 39475 33008 30788 14230
  4986 13144 35603 25186]"
18639,"[31432 34338 25194 19204 13979 27447  7377 12942 28955 34643   706 16926
  4191 40090 36689 36413 42035 10434 16606 37284   231   784  8487 21265
 13708 16941 12820  9574 38871 27897 27596 33644 22347 38976 35430 13707
  1363 40969 16326 16118 27999 32842  7876 24947 42089 25264 19090 20422
 17187  9628  6655 29189 41045 26324  8943  7945 31941 28867 14190 18589
 25860 40395  8007 40884 23507 14492  8197 38939 38600 21114 11280 23968
  7530  8155 26625 37752 27761 30085 21506 14536 33008 14985 12819 33642
 29169 18481  1554 37718 23867 41739  8525 36867 14230  2568 19547 13597
  4851  4986 30788  5106]"
13163,"[31432 25194 19204 27447 13979 34338 36413 42035 12942 37284 28955 40090
 21265 36689  9574   706  7377 16606 13708   784 18589 32842 22347 41739
 32102 16118 14985  4191   231 40969 23968 33644  8197 40884  1363 30085
  7945 12819 26324 12820 35430 34643 21114 14492 18481  4886 27897 12648
 28867 42089 36867 17187 19547 16941 33642 38976 38471 24295  2568 26625
 33730 34759 41034 24115     0 21059  7876 25186 16326 10434  7530 25860
 22118 13707 40395 19353 12996 35603 24332 33008 27761 37770 41045  2592
  6651 15774 14536 22392 29189 39609 37209  4725 13597 24947   494 20422
  5106 16746  8943 23676]"
10582,"[31432 25194 34338 19204 13979 27447 12942 28955  7377 42035 36413   706
 37284 36689 40090 21265 13708   231 16606   784  4191 33644  9574 22347
 34643 27897 40969 32842 18589  8197 12820 38976 13707 16118 14985 16326
  7876 40884 10434  7945  1363 16941 42089 35430 41739 26324 41045 16926
 38871 24947 23968 14492 12819 21114 26625 17187 32102 27596 28867 27999
 36867 30085 24295 33642  7530 25860 33008  2568 38600 27761  8487 18481
 25264 11280 33730 35603 29189 19547 37752 31941 21059 14536 14230  8943
 12648  4886  5106 41034 23507     0 30116 20422  6056   494 29169 40395
 39475 37718 37770  4851]"
23075,"[25194 34338 16926 19204 13979 34643 31432 27447 12820 10434  7377 27596
 38939 36413 36689  9574   784 20422  8487 14190 35430 16941  8525  4191
  6711  6655  8007 28867 25860 40090 16118 28586 23507 38871  9628  8595
 29189 40395 32842 36958 40522 22347  6651  8943 24947 33815 16606 33644
 19090 19802   231  1363 23260 25264  8532 33837 42035 36867 41739 21506
 18481 14536  1554 25186 21265 16039  4626 19547  4886 23968   291  7876
  4986  7587 37718 13707 27897 41844 39475  8155 30085 12648 15774 17807
 30003  4851 39799 14587 22392 14084  7945 26324 21000 10051 35072 17187
  7977  5106 30788 16326]"
11733,"[31432 34338 25194 13979 19204  7377 12942 27447 28955   706 36689 40090
 34643 42035 36413 16926  4191 21265 10434   231 16606 13708   784 37284
 12820  9574 27897 38871 22347 33644 38976 16941  8487 35430 27596 13707
 40969 16326 24947 16118  1363 18589 32842 25264 27999  8197 25860  7876
 42089  7945 23507 17187 21114 26324 40884 20422  9628 40395 31941 23968
 41045 27761 28867 33642 38600 29189 26625 33008 37752 14492  6655  8943
  5106 12819  8007 41739 11280 23867 30085 36867 14985 37718  2568 19547
 19090 29169 24295  7530 33730 22251  8155 14536 13597  4851 18481 11750
 12648 21506 13144 15774]"
7595,"[31432 34338 12942  7377 25194 19204   706 13979 42035   231 21265 33644
 36689 27999 27447 28955 13708  9628  8197 24947   784 16326 40090 27897
 38871 22347 25264 38976  7876 38600 25860 41045 24295 18589  7945 16926
 12820 11750 36867  5106 23507 40884 10810 11280 27761 13707 33008 13629
 29197  7977 33299 30028 26625 15765  6056 34643 37752 21114 21059 27596
 21030 33642 40969  8487 15430 33730 37284 32842 23867 35099 16606 41299
 40554  3620 28586 41739 36370 13297 13340 35430 19090   494 28156 12819
 34538  4179  2278 22409 31941 27984 26324 24332 29169 10434  2568 40754
 13144 32102 36968 29189]"
7168,"[31432 25194 34338 19204 13979 27447 16926 36413 34643  7377  4191  9574
 28955 10434 12820 36689 42035 40090 37284 12942 16941 16606   784 27596
  1363 35430 16118  8487 32842   706 38939 20422  8525 28867 22347 25186
 18481  6655 21265 14536 14190 29189   231 40395 17187 13708  8943 13707
 41739 40969 23968  4886  8007 27897 30085 19090 26324  6651 38871   291
  1554 33644 25860 14985  7876 19547 18589 12648 14492 39475  7945 19802
 12819 42089 23507  4986 36958 38976  6711 22118  4851 22392 36867  8595
 21114 40884 37718 28586 31941 21000  4626 37209 30003  8155 16326 19353
 39609 35603 21506 40522]"
